Encounter,PSP_Time_UTC,PSP_Vr_kms,PSP_Lon_deg,PSP_Radius_Rs,PSP_Lat_deg,Earth_Time_UTC,Earth_Vr_kms,Earth_Lon_deg,Earth_Radius_Rs,Earth_Lat_deg
1,2018-11-03 22:52:30+00:00,268.31176961602677,319.62662179325434,39.28021194556383,0.0,,,,,0.0
1,2018-11-03 23:07:30+00:00,273.8209515859766,319.6423417353477,39.24831434147027,0.0,,,,,0.0
1,2018-11-03 23:22:30+00:00,278.70974241459163,319.6583295719152,39.21652962249696,0.0,,,,,0.0
1,2018-11-03 23:37:30+00:00,280.9588080749021,319.6745850158526,39.18485823158659,0.0,,,,,0.0
1,2018-11-03 23:52:30+00:00,278.0311597856969,319.6911077714661,39.15330061180158,0.0,,,,,0.0
1,2018-11-04 00:07:30+00:00,265.3869375358634,319.7078975343687,39.12185720631715,0.0,,,,,0.0
1,2018-11-04 00:22:30+00:00,262.16678334859176,319.72495399153667,39.090528458389414,0.0,,,,,0.0
1,2018-11-04 00:37:30+00:00,266.8998061284937,319.74227682118516,39.05931481135154,0.0,,,,,0.0
1,2018-11-04 00:52:30+00:00,258.18845972430876,319.7598656927486,39.02821670858964,0.0,,,,,0.0
1,2018-11-04 01:07:30+00:00,266.9215105984722,319.7777202668416,38.9972345935235,0.0,,,,,0.0
1,2018-11-04 01:22:30+00:00,318.0837109468161,319.79584019517085,38.966368909594635,0.0,,,,,0.0
1,2018-11-04 01:37:30+00:00,293.2134875329851,319.8142251205142,38.93562010024303,0.0,,,,,0.0
1,2018-11-04 01:52:30+00:00,298.23005700745483,319.83287467666906,38.90498860889824,0.0,,,,,0.0
1,2018-11-04 02:07:30+00:00,285.09646453767033,319.8517884883551,38.8744748789498,0.0,,,,,0.0
1,2018-11-04 02:22:30+00:00,301.1790484140234,319.8709661713472,38.84407935372857,0.0,,,,,0.0
1,2018-11-04 02:37:30+00:00,286.8133105517995,319.89040733213966,38.81380247649873,0.0,,,,,0.0
1,2018-11-04 02:52:30+00:00,308.1924174699768,319.9101115681527,38.7836446904359,0.0,,,,,0.0
1,2018-11-04 03:07:30+00:00,286.7056653562389,319.930078467535,38.75360643860218,0.0,,,,,0.0
1,2018-11-04 03:22:30+00:00,280.4954517261806,319.95030760921856,38.723688163930234,0.0,,,,,0.0
1,2018-11-04 03:37:30+00:00,284.5575959933222,319.9707985627852,38.69389030921302,0.0,,,,,0.0
1,2018-11-04 03:52:30+00:00,303.97890710424946,319.99155088848846,38.66421331706364,0.0,,,,,0.0
1,2018-11-04 04:07:30+00:00,286.27012763207495,320.0125641371708,38.6346576299166,0.0,,,,,0.0
1,2018-11-04 04:22:30+00:00,284.73968711293014,320.0338378502505,38.6052236900026,0.0,,,,,0.0
1,2018-11-04 04:37:30+00:00,300.01490579537324,320.05537155962037,38.575911939320974,0.0,,,,,0.0
1,2018-11-04 04:52:30+00:00,299.95355161828854,320.0771647877147,38.54672281963121,0.0,,,,,0.0
1,2018-11-04 05:07:30+00:00,309.29135925467176,320.09921704730874,38.5176567724257,0.0,,,,,0.0
1,2018-11-04 05:22:30+00:00,336.8134504302311,320.121527841634,38.48871423890576,0.0,,,,,0.0
1,2018-11-04 05:37:30+00:00,332.8450892866047,320.1440966642651,38.45989565997369,0.0,,,,,0.0
1,2018-11-04 05:52:30+00:00,295.47012878607205,320.1669229990305,38.43120147620428,0.0,,,,,0.0
1,2018-11-04 06:07:30+00:00,283.35767946577636,320.1900063200795,38.40263212782302,0.0,,,,,0.0
1,2018-11-04 06:22:30+00:00,274.22787979966614,320.2133460917474,38.37418805469285,0.0,,,,,0.0
1,2018-11-04 06:37:30+00:00,276.518335156295,320.23694176857316,38.34586969628556,0.0,,,,,0.0
1,2018-11-04 06:52:30+00:00,275.20172509738455,320.2607927952392,38.317677491661875,0.0,,,,,0.0
1,2018-11-04 07:07:30+00:00,284.8177742474016,320.284898606557,38.289611879456494,0.0,,,,,0.0
1,2018-11-04 07:22:30+00:00,276.21035058430715,320.30925862736007,38.26167329784897,0.0,,,,,0.0
1,2018-11-04 07:37:30+00:00,273.1871667833486,320.3338722725929,38.2338621845486,0.0,,,,,0.0
1,2018-11-04 07:52:30+00:00,288.6201668796316,320.35873894714325,38.20617897676924,0.0,,,,,0.0
1,2018-11-04 08:07:30+00:00,285.55281234389537,320.3838580458484,38.178624111212386,0.0,,,,,0.0
1,2018-11-04 08:22:30+00:00,291.311309078349,320.4092289535266,38.15119802403775,0.0,,,,,0.0
1,2018-11-04 08:37:30+00:00,282.03188109214284,320.4348510448678,38.12390115084918,0.0,,,,,0.0
1,2018-11-04 08:52:30+00:00,290.6244138822398,320.46072368440844,38.096733926663106,0.0,,,,,0.0
1,2018-11-04 09:07:30+00:00,319.16164036835585,320.4868462265649,38.06969678589712,0.0,,,,,0.0
1,2018-11-04 09:22:30+00:00,296.96773867165376,320.5132180154729,38.04279016234559,0.0,,,,,0.0
1,2018-11-04 09:37:30+00:00,288.5538397328881,320.53983838512164,38.01601448914891,0.0,,,,,0.0
1,2018-11-04 09:52:30+00:00,296.62353226827804,320.56670665912026,37.98937019878578,0.0,,,,,0.0
1,2018-11-04 10:07:30+00:00,289.5518067747321,320.5938221508964,37.962857723029614,0.0,,,,,0.0
1,2018-11-04 10:22:30+00:00,293.81255625735673,320.6211841635288,37.93647749294584,0.0,,,,,0.0
1,2018-11-04 10:37:30+00:00,271.87867690856547,320.6487919896801,37.910229938862294,0.0,,,,,0.0
1,2018-11-04 10:52:30+00:00,268.906510851419,320.676644911699,37.88411549034189,0.0,,,,,0.0
1,2018-11-04 11:07:30+00:00,274.03838386558243,320.7047422015062,37.85813457616598,0.0,,,,,0.0
1,2018-11-04 11:22:30+00:00,284.81722347607695,320.73308312057276,37.832287624302985,0.0,,,,,0.0
1,2018-11-04 11:37:30+00:00,275.8932898917551,320.7616669199675,37.80657506189431,0.0,,,,,0.0
1,2018-11-04 11:52:30+00:00,283.1012546162797,320.7904928401892,37.780997315229385,0.0,,,,,0.0
1,2018-11-04 12:07:30+00:00,295.14782702353386,320.8195601112939,37.755554809716806,0.0,,,,,0.0
1,2018-11-04 12:22:30+00:00,289.7219803814801,320.84886795278084,37.73024796986318,0.0,,,,,0.0
1,2018-11-04 12:37:30+00:00,279.79581945331313,320.87841557359747,37.70507721925065,0.0,,,,,0.0
1,2018-11-04 12:52:30+00:00,298.6529969303678,320.9082021721539,37.68004298051574,0.0,,,,,0.0
1,2018-11-04 13:07:30+00:00,296.2228714524207,320.9382269362208,37.655145675319766,0.0,,,,,0.0
1,2018-11-04 13:22:30+00:00,296.1765862622129,320.96848904301623,37.630385724326075,0.0,,,,,0.0
1,2018-11-04 13:37:30+00:00,307.7279336528623,320.99898765909626,37.6057635471808,0.0,,,,,0.0
1,2018-11-04 13:52:30+00:00,340.70190909580487,321.0297219403565,37.581279562484795,0.0,,,,,0.0
1,2018-11-04 14:07:30+00:00,292.77439828338294,321.0606910320927,37.55693418776808,0.0,,,,,0.0
1,2018-11-04 14:22:30+00:00,293.8856427378965,321.0918940688614,37.532727839468265,0.0,,,,,0.0
1,2018-11-04 14:37:30+00:00,312.5289826703566,321.123330174531,37.508660932910416,0.0,,,,,0.0
1,2018-11-04 14:52:30+00:00,324.4948858696907,321.1549984622715,37.48473388227303,0.0,,,,,0.0
1,2018-11-04 15:07:30+00:00,335.10524157301046,321.1868980345906,37.460947100567026,0.0,,,,,0.0
1,2018-11-04 15:22:30+00:00,373.0354384172626,321.2190279831954,37.43730099961406,0.0,,,,,0.0
1,2018-11-04 15:37:30+00:00,375.6500586114357,321.2513873890603,37.413795990024354,0.0,,,,,0.0
1,2018-11-04 15:52:30+00:00,344.0532338931557,321.28397532244014,37.39043248116269,0.0,,,,,0.0
1,2018-11-04 16:07:30+00:00,334.8329878093437,321.31679084280273,37.36721088112999,0.0,,,,,0.0
1,2018-11-04 16:22:30+00:00,333.393732100927,321.34983299888887,37.34413159673846,0.0,,,,,0.0
1,2018-11-04 16:37:30+00:00,351.86802141500203,321.38310082858214,37.32119503348628,0.0,,,,,0.0
1,2018-11-04 16:52:30+00:00,359.1108637853212,321.4165933591372,37.29840159552644,0.0,,,,,0.0
1,2018-11-04 17:07:30+00:00,321.31677796327216,321.4503096068769,37.275751685651414,0.0,,,,,0.0
1,2018-11-04 17:22:30+00:00,313.4676746189886,321.4842485773914,37.253245705267744,0.0,,,,,0.0
1,2018-11-04 17:37:30+00:00,317.47101351715224,321.5184092655058,37.230884054359976,0.0,,,,,0.0
1,2018-11-04 17:52:30+00:00,331.53130022105194,321.5527906552147,37.20866713147827,0.0,,,,,0.0
1,2018-11-04 18:07:30+00:00,334.232457321342,321.58739171978823,37.186595333699174,0.0,,,,,0.0
1,2018-11-04 18:22:30+00:00,329.92487479131887,321.6222114216467,37.16466905661479,0.0,,,,,0.0
1,2018-11-04 18:37:30+00:00,330.11100490064086,321.65724871242236,37.14288869430445,0.0,,,,,0.0
1,2018-11-04 18:52:30+00:00,333.47790173985715,321.69250253301,37.12125463930085,0.0,,,,,0.0
1,2018-11-04 19:07:30+00:00,331.653898971404,321.72797181346954,37.099767282570085,0.0,,,,,0.0
1,2018-11-04 19:22:30+00:00,332.6772524915263,321.7636554731476,37.07842701348897,0.0,,,,,0.0
1,2018-11-04 19:37:30+00:00,338.8019010178254,321.79955242059657,37.0572342198128,0.0,,,,,0.0
1,2018-11-04 19:52:30+00:00,335.50103667402664,321.83566155358096,37.036189287661834,0.0,,,,,0.0
1,2018-11-04 20:07:30+00:00,329.67344768161996,321.8719817591372,37.01529260148314,0.0,,,,,0.0
1,2018-11-04 20:22:30+00:00,328.64586138187303,321.9085119135975,36.99454454402565,0.0,,,,,0.0
1,2018-11-04 20:37:30+00:00,331.71478980118377,321.9452508825306,36.973945496325854,0.0,,,,,0.0
1,2018-11-04 20:52:30+00:00,334.1062388927783,321.98219752080126,36.953495837674055,0.0,,,,,0.0
1,2018-11-04 21:07:30+00:00,319.2043863428294,322.0193506725411,36.933195945589745,0.0,,,,,0.0
1,2018-11-04 21:22:30+00:00,298.31372179438847,322.05670917120233,36.91304619579657,0.0,,,,,0.0
1,2018-11-04 21:37:30+00:00,296.369957994507,322.0942718396613,36.89304696219486,0.0,,,,,0.0
1,2018-11-04 21:52:30+00:00,314.94305986167416,322.13203748997455,36.87319861684583,0.0,,,,,0.0
1,2018-11-04 22:07:30+00:00,297.18902635053206,322.1700049236942,36.85350152992999,0.0,,,,,0.0
1,2018-11-04 22:22:30+00:00,313.99307986428994,322.2081729316879,36.83395606973554,0.0,,,,,0.0
1,2018-11-04 22:37:30+00:00,339.0355854227091,322.24654029428393,36.814562602623774,0.0,,,,,0.0
1,2018-11-04 22:52:30+00:00,330.8844714308794,322.2851057812182,36.79532149301021,0.0,,,,,0.0
1,2018-11-04 23:07:30+00:00,323.5392320534224,322.32386815164114,36.77623310333669,0.0,,,,,0.0
1,2018-11-04 23:22:30+00:00,317.52790982690277,322.36282615420646,36.757297794044035,0.0,,,,,0.0
1,2018-11-04 23:37:30+00:00,315.9573751952178,322.4019785270979,36.73851592354835,0.0,,,,,0.0
1,2018-11-04 23:52:30+00:00,317.5791108094507,322.4413239980092,36.71988784821808,0.0,,,,,0.0
1,2018-11-05 00:07:30+00:00,326.57152947219726,322.4808612841697,36.70141392234304,0.0,,,,,0.0
1,2018-11-05 00:22:30+00:00,309.5340352199903,322.5205890923652,36.68309449811704,0.0,,,,,0.0
1,2018-11-05 00:37:30+00:00,322.451397490441,322.56050611910905,36.664929925602294,0.0,,,,,0.0
1,2018-11-05 00:52:30+00:00,314.68105444558137,322.6006110504533,36.6469205527142,0.0,,,,,0.0
1,2018-11-05 01:07:30+00:00,314.46463191340405,322.64090256224085,36.62906672519059,0.0,,,,,0.0
1,2018-11-05 01:22:30+00:00,314.73288814691153,322.6813793199798,36.61136878656762,0.0,,,,,0.0
1,2018-11-05 01:37:30+00:00,301.002006031558,322.72203997894974,36.59382707815504,0.0,,,,,0.0
1,2018-11-05 01:52:30+00:00,337.53412653627953,322.76288318418483,36.57644193901522,0.0,,,,,0.0
1,2018-11-05 02:07:30+00:00,310.255634988551,322.8039075706097,36.559213705928606,0.0,,,,,0.0
1,2018-11-05 02:22:30+00:00,344.1225006346984,322.845111762998,36.54214271338,0.0,,,,,0.0
1,2018-11-05 02:37:30+00:00,318.593489148581,322.8864943760578,36.52522929352693,0.0,,,,,0.0
1,2018-11-05 02:52:30+00:00,330.63762880663177,322.9280540144373,36.50847377617355,0.0,,,,,0.0
1,2018-11-05 03:07:30+00:00,344.07864874637454,322.9697892728037,36.49187648875178,0.0,,,,,0.0
1,2018-11-05 03:22:30+00:00,345.4321700861633,323.01169873583365,36.47543775629596,0.0,,,,,0.0
1,2018-11-05 03:37:30+00:00,301.77404427361256,323.05378097836524,36.45915790141355,0.0,,,,,0.0
1,2018-11-05 03:52:30+00:00,303.1374129295953,323.09603456529885,36.44303724426734,0.0,,,,,0.0
1,2018-11-05 04:07:30+00:00,295.58354833813934,323.138458051808,36.42707610254181,0.0,,,,,0.0
1,2018-11-05 04:22:30+00:00,311.7070116861436,323.1810499832901,36.41127479142994,0.0,,,,,0.0
1,2018-11-05 04:37:30+00:00,318.31176961602665,323.22380889539073,36.3956336236035,0.0,,,,,0.0
1,2018-11-05 04:52:30+00:00,296.48372287145247,323.26673331415776,36.380152909188375,0.0,,,,,0.0
1,2018-11-05 05:07:30+00:00,310.8153741083624,323.30982175602406,36.36483295574352,0.0,,,,,0.0
1,2018-11-05 05:22:30+00:00,328.6765005866735,323.35307272786895,36.34967406823479,0.0,,,,,0.0
1,2018-11-05 05:37:30+00:00,303.9026738111907,323.3964847271301,36.33467654901331,0.0,,,,,0.0
1,2018-11-05 05:52:30+00:00,306.65221605902315,323.44005624176356,36.319840697790106,0.0,,,,,0.0
1,2018-11-05 06:07:30+00:00,354.8588565427786,323.48378575045064,36.30516681161375,0.0,,,,,0.0
1,2018-11-05 06:22:30+00:00,302.5528658875905,323.5276717224675,36.29065518484997,0.0,,,,,0.0
1,2018-11-05 06:37:30+00:00,300.9498814695091,323.57171261790415,36.276306109152245,0.0,,,,,0.0
1,2018-11-05 06:52:30+00:00,299.61393989983304,323.61590688766563,36.262119873444966,0.0,,,,,0.0
1,2018-11-05 07:07:30+00:00,314.31219487057587,323.6602529735845,36.24809676389624,0.0,,,,,0.0
1,2018-11-05 07:22:30+00:00,321.04390123699267,323.7047493083994,36.23423706389816,0.0,,,,,0.0
1,2018-11-05 07:37:30+00:00,360.7975835503996,323.74939431587893,36.22054105404231,0.0,,,,,0.0
1,2018-11-05 07:52:30+00:00,320.09060800258493,323.79418641090865,36.2070090121003,0.0,,,,,0.0
1,2018-11-05 08:07:30+00:00,289.11822734861136,323.83912399951316,36.19364121299711,0.0,,,,,0.0
1,2018-11-05 08:22:30+00:00,282.63488389740473,323.8842054789973,36.18043792879326,0.0,,,,,0.0
1,2018-11-05 08:37:30+00:00,317.8374436630573,323.92942923789815,36.167399428660445,0.0,,,,,0.0
1,2018-11-05 08:52:30+00:00,273.99773816576015,323.97479365622235,36.15452597886109,0.0,,,,,0.0
1,2018-11-05 09:07:30+00:00,290.68973409520135,324.02029710538415,36.14181784272575,0.0,,,,,0.0
1,2018-11-05 09:22:30+00:00,298.9669581176259,324.06593794831906,36.12927528063334,0.0,,,,,0.0
1,2018-11-05 09:37:30+00:00,319.71902094889333,324.1117145396232,36.11689854998718,0.0,,,,,0.0
1,2018-11-05 09:52:30+00:00,322.2356627572368,324.15762522555684,36.10468790519744,0.0,,,,,0.0
1,2018-11-05 10:07:30+00:00,296.2636591288511,324.2036683441623,36.09264359765776,0.0,,,,,0.0
1,2018-11-05 10:22:30+00:00,286.3741316172115,324.24984222530816,36.08076587572556,0.0,,,,,0.0
1,2018-11-05 10:37:30+00:00,297.6048790995746,324.2961451908514,36.069054984702944,0.0,,,,,0.0
1,2018-11-05 10:52:30+00:00,275.52372233292044,324.3425755546382,36.05751116681317,0.0,,,,,0.0
1,2018-11-05 11:07:30+00:00,273.52038343475687,324.38913162260656,36.04613466118389,0.0,,,,,0.0
1,2018-11-05 11:22:30+00:00,285.83055091819705,324.4358116929554,36.03492570382471,0.0,,,,,0.0
1,2018-11-05 11:37:30+00:00,291.275041736227,324.48261405606877,36.02388452761025,0.0,,,,,0.0
1,2018-11-05 11:52:30+00:00,282.88099212974004,324.5295369948019,36.01301136225763,0.0,,,,,0.0
1,2018-11-05 12:07:30+00:00,309.92278797996664,324.57657878439767,36.00230643431071,0.0,,,,,0.0
1,2018-11-05 12:22:30+00:00,283.35767946577636,324.62373769265963,35.99176996712051,0.0,,,,,0.0
1,2018-11-05 12:37:30+00:00,317.70510374433576,324.67101198010045,35.981402180821,0.0,,,,,0.0
1,2018-11-05 12:52:30+00:00,322.040771402611,324.7183998998995,35.97120329231851,0.0,,,,,0.0
1,2018-11-05 13:07:30+00:00,351.11716366357723,324.7658996981073,35.96117351526905,0.0,,,,,0.0
1,2018-11-05 13:22:30+00:00,300.1093893047552,324.8135096136483,35.95131306006162,0.0,,,,,0.0
1,2018-11-05 13:37:30+00:00,335.8152296838818,324.861227878572,35.94162213379818,0.0,,,,,0.0
1,2018-11-05 13:52:30+00:00,389.6659082341537,324.90905271795503,35.93210094027938,0.0,,,,,0.0
1,2018-11-05 14:07:30+00:00,325.9785880507917,324.95698235017556,35.92274967998453,0.0,,,,,0.0
1,2018-11-05 14:22:30+00:00,331.3103777180329,325.00501498686475,35.913568550056304,0.0,,,,,0.0
1,2018-11-05 14:37:30+00:00,405.8526237648584,325.0531488331323,35.90455774428173,0.0,,,,,0.0
1,2018-11-05 14:52:30+00:00,360.8079998922936,325.101382087568,35.89571745307989,0.0,,,,,0.0
1,2018-11-05 15:07:30+00:00,338.30072971080835,325.1497129424392,35.8870478634802,0.0,,,,,0.0
1,2018-11-05 15:22:30+00:00,334.9727936226267,325.1981395837288,35.87854915910951,0.0,,,,,0.0
1,2018-11-05 15:37:30+00:00,334.13787764553825,325.24666019124373,35.87022152017652,0.0,,,,,0.0
1,2018-11-05 15:52:30+00:00,326.3904222090581,325.29527293877703,35.86206512345274,0.0,,,,,0.0
1,2018-11-05 16:07:30+00:00,329.8534071122121,325.34397599414046,35.854080142262795,0.0,,,,,0.0
1,2018-11-05 16:22:30+00:00,328.45753054097605,325.39276751933164,35.846266746464416,0.0,,,,,0.0
1,2018-11-05 16:37:30+00:00,323.6422262911304,325.4416456705845,35.838625102437504,0.0,,,,,0.0
1,2018-11-05 16:52:30+00:00,345.9633514563775,325.49060859855985,35.83115537306657,0.0,,,,,0.0
1,2018-11-05 17:07:30+00:00,332.70639237438746,325.5396544483798,35.82385771772819,0.0,,,,,0.0
1,2018-11-05 17:22:30+00:00,347.2813752567643,325.58878135979126,35.81673229227653,0.0,,,,,0.0
1,2018-11-05 17:37:30+00:00,370.1765711669987,325.6379874672616,35.80977924903019,0.0,,,,,0.0
1,2018-11-05 17:52:30+00:00,325.0104340567613,325.6872709000923,35.80299873675905,0.0,,,,,0.0
1,2018-11-05 18:07:30+00:00,320.3354564547951,325.7366297824966,35.79639090066953,0.0,,,,,0.0
1,2018-11-05 18:22:30+00:00,328.1712576516416,325.7860622337756,35.78995588239574,0.0,,,,,0.0
1,2018-11-05 18:37:30+00:00,327.5661047983197,325.8355663683708,35.78369381998298,0.0,,,,,0.0
1,2018-11-05 18:52:30+00:00,309.1506677796327,325.88514029614123,35.77760484787593,0.0,,,,,0.0
1,2018-11-05 19:07:30+00:00,307.820493833809,325.93478212219173,35.77168909690936,0.0,,,,,0.0
1,2018-11-05 19:22:30+00:00,317.1307017071463,325.9844899473022,35.765946694294925,0.0,,,,,0.0
1,2018-11-05 19:37:30+00:00,314.3730814798858,326.0342618678023,35.760377763610016,0.0,,,,,0.0
1,2018-11-05 19:52:30+00:00,320.92869836824815,326.0840959758517,35.75498242478739,0.0,,,,,0.0
1,2018-11-05 20:07:30+00:00,322.21410684474125,326.1339903594822,35.74976079410412,0.0,,,,,0.0
1,2018-11-05 20:22:30+00:00,328.7899186816738,326.1839431027358,35.74471298417083,0.0,,,,,0.0
1,2018-11-05 20:37:30+00:00,305.51752921535893,326.2339522857907,35.7398391039225,0.0,,,,,0.0
1,2018-11-05 20:52:30+00:00,288.8447909181389,326.28401598507753,35.735139258608406,0.0,,,,,0.0
1,2018-11-05 21:07:30+00:00,303.75323119177125,326.33413227344585,35.730613549782575,0.0,,,,,0.0
1,2018-11-05 21:22:30+00:00,314.4435169727323,326.3842992202195,35.72626207529521,0.0,,,,,0.0
1,2018-11-05 21:37:30+00:00,292.0953605471485,326.4345148913802,35.72208492928348,0.0,,,,,0.0
1,2018-11-05 21:52:30+00:00,298.89466314825785,326.4847773495953,35.71808220216465,0.0,,,,,0.0
1,2018-11-05 22:07:30+00:00,299.3651596656605,326.53508465446953,35.71425398062445,0.0,,,,,0.0
1,2018-11-05 22:22:30+00:00,315.45085062405593,326.58543486265694,35.71060034761368,0.0,,,,,0.0
1,2018-11-05 22:37:30+00:00,311.59705278027485,326.6358260278597,35.707121382337206,0.0,,,,,0.0
