time,longitude,radius,latitude,Vr,Time_days,Times_Earth,Vr_pred_Earth,Lon-L1,Lat-L1,Vr_obs_Earth
2024-03-27 17:37:30,13.50752176036534,31.68154947229525,2.429599873379422,382.45263845539665,15.275497685185185,2024-03-31 17:37:30+00:00,447.14167664173425,112.19528293922674,-6.546795501736491,406.677796327212
2024-03-27 17:52:30,13.509141289870556,31.583299044790497,2.421777356268648,302.8890255689307,15.285914351851853,2024-03-31 17:52:30+00:00,447.9525176103614,112.0578623698782,-6.546234549867215,405.008347245409
2024-03-27 18:07:30,13.51169201873684,31.484944888698948,2.4138893892626703,280.5820946557516,15.296331018518519,2024-03-31 18:07:30+00:00,447.9525176103614,111.92044172396751,-6.545673390698067,402.1702838063439
2024-03-27 18:22:30,13.515183680764776,31.38648703488833,2.405935203384071,269.8868863071105,15.306747685185185,2024-03-31 18:22:30+00:00,448.6049289329835,111.78302100150066,-6.545112024251393,403.1719532554257
2024-03-27 18:37:30,13.519626147243129,31.287925521045903,2.3979140182700083,268.9258216430369,15.317164351851853,2024-03-31 18:37:30+00:00,449.10491710033943,111.64560020244645,-6.544550450549991,414.69115191986646
2024-03-27 18:52:30,13.525029429502014,31.189260391771185,2.389825041967826,265.97493713150607,15.327581018518519,2024-03-31 18:52:30+00:00,449.10491710033943,111.50817932683584,-6.543988669616452,422.7045075125209
2024-03-27 19:07:30,13.531403681344765,31.09049169878399,2.3816674707362764,283.1236584784164,15.337997685185185,2024-03-31 19:07:30+00:00,449.4600135488062,111.37075837464596,-6.5434266814731,429.465776293823
2024-03-27 19:22:30,13.538759201398271,30.99161950117395,2.373440488846028,269.27219124072036,15.348414351851853,2024-03-31 19:22:30+00:00,449.4600135488062,111.23333734591805,-6.542864486142739,435.97662771285474
2024-03-27 19:37:30,13.547106435771475,30.89264386557421,2.365143268369771,275.0893835935429,15.358831018518519,2024-03-31 19:37:30+00:00,449.6788229245172,111.09591624063953,-6.542302083647974,420.10016694490815
2024-03-27 19:52:30,13.55645598075367,30.793564866301946,2.3567749689650115,262.7948541687126,15.369247685185185,2024-03-31 19:52:30+00:00,449.7706241396123,110.95849505878716,-6.541739474011162,431.53171953255423
2024-03-27 20:07:30,13.566818585172529,30.694382585708368,2.34833473767017,258.0799386786018,15.379664351851853,2024-03-31 20:07:30+00:00,449.7706241396123,110.82107380037324,-6.541176657255097,418.0717863105175
2024-03-27 20:22:30,13.578205153282028,30.59509711431316,2.3398217086781647,242.99835825961668,15.390081018518519,2024-03-31 20:22:30+00:00,449.7450318827953,110.68365246541408,-6.540613633402397,432.3634629143811
2024-03-27 20:37:30,13.590626747594518,30.495708550972513,2.331235003108021,242.583410161214,15.400497685185185,2024-03-31 20:37:30+00:00,449.61172024906386,110.54623105391552,-6.540050402475411,466.5275459098498
2024-03-27 20:52:30,13.604094591411052,30.396217003275,2.322573728791399,242.505441558716,15.410914351851853,2024-03-31 20:52:30+00:00,449.61172024906386,110.40880956586072,-6.539486964496971,451.5525876460768
2024-03-27 21:07:30,13.618620071983372,30.2966225876404,2.313836980029162,243.8422013342601,15.421331018518519,2024-03-31 21:07:30+00:00,449.3802058188873,110.27138800125124,-6.538923319489689,500.8347245409015
2024-03-27 21:22:30,13.634214743250094,30.19692542959041,2.3050238373574974,233.90922855922665,15.431747685185185,2024-03-31 21:22:30+00:00,449.0596847144529,110.133966360093,-6.538359467475939,507.6794657762938
2024-03-27 21:37:30,13.650890328844376,30.097125664074273,2.2961333673141975,231.96637716557427,15.442164351851853,2024-03-31 21:37:30+00:00,449.0596847144529,109.99654464238344,-6.537795408478546,507.8464106844741
2024-03-27 21:52:30,13.668658725214332,29.997223435645058,2.287164622187098,231.01681096400975,15.452581018518519,2024-03-31 21:52:30+00:00,448.65891663395087,109.85912284812412,-6.537231142520128,506.4691151919866
2024-03-27 22:07:30,13.687532004715912,29.897218898706768,2.278116639762922,232.40290237295625,15.462997685185185,2024-03-31 22:07:30+00:00,448.18614831416465,109.72170097735,-6.536666669623067,493.15525876460765
2024-03-27 22:22:30,13.707522418634598,29.797112217912364,2.2689884430852874,237.2611068198241,15.473414351851853,2024-03-31 22:22:30+00:00,448.18614831416465,109.58427903001471,-6.536101989810218,498.330550918197
2024-03-27 22:37:30,13.728642400685398,29.696903568327816,2.2597790401858786,229.57863105175295,15.483831018518519,2024-03-31 22:37:30+00:00,447.6490690069116,109.446857006149,-6.535537103104199,491.9449081803005
2024-03-27 22:52:30,13.750904570144874,29.596593135700473,2.2504874238197523,229.48443484238436,15.494247685185185,2024-03-31 22:52:30+00:00,447.05479112656775,109.30943490574384,-6.5349720095274035,511.05175292153586
2024-03-27 23:07:30,13.77432173510538,29.49618111690082,2.241112571211285,231.7382303839733,15.504664351851853,2024-03-31 23:07:30+00:00,447.05479112656775,109.17201272882578,-6.534406709102681,517.1619365609349
2024-03-27 23:22:30,13.798906896206732,29.395667720088102,2.2316534437687827,223.12869048933695,15.515081018518519,2024-03-31 23:22:30+00:00,446.4098500369211,109.03459047533798,-6.533841201852679,515.7345575959932
2024-03-27 23:37:30,13.824673250001382,29.295053165022928,2.2221089868073913,233.38421178154067,15.525497685185185,2024-03-31 23:37:30+00:00,446.4098500369211,108.89716814532964,-6.533275487799788,508.51419031719536
2024-03-27 23:52:30,13.851634192422956,29.194337683522917,2.2124781292794076,234.5236853088481,15.535914351851853,2024-03-31 23:52:30+00:00,445.72021785163327,108.759745738798,-6.532709566966885,511.6026711185309
2024-03-28 00:07:30,13.879803322662635,29.093521519647055,2.202759783473388,228.58084520005184,15.546331018518519,2024-04-01 00:07:30+00:00,444.99132702579055,108.62232325571536,-6.532143439376589,517.5500834724542
2024-03-28 00:22:30,13.909194446777152,28.99260493005009,2.1929528447230635,239.79441354967756,15.556747685185185,2024-04-01 00:22:30+00:00,444.99132702579055,108.48490069611634,-6.531577105051335,516.3606010016695
2024-03-28 00:37:30,13.93982158148934,28.891588184451923,2.183056191121834,231.53626339598256,15.567164351851853,2024-04-01 00:37:30+00:00,444.228100355931,108.34747805998346,-6.531010564013988,528.8258208124653
2024-03-28 00:52:30,13.971698958100454,28.790471565849806,2.173068683205743,233.18819347438475,15.577581018518519,2024-04-01 00:52:30+00:00,443.4349847500542,108.21005534733251,-6.530443816287201,509.5715080690039
2024-03-28 01:07:30,14.004841026615054,28.68925537092373,2.1629891636491174,248.68023926069577,15.587997685185185,2024-04-01 01:07:30+00:00,443.4349847500542,108.0726325581544,-6.529876861893395,501.8363939899833
2024-03-28 01:22:30,14.039262459453443,28.587939910506982,2.1528164569607164,246.9131214753764,15.598414351851853,2024-04-01 01:22:30+00:00,442.61598676461585,107.93520969243166,-6.529309700855441,491.31886477462433
2024-03-28 01:37:30,14.074978155918208,28.486525509863817,2.1425493691536337,240.10298742747895,15.608831018518519,2024-04-01 01:37:30+00:00,441.7747084323248,107.79778675019448,-6.528742333196017,491.151919866444
2024-03-28 01:52:30,14.112003246300803,28.38501250908971,2.13218668742162,238.61407755945663,15.619247685185185,2024-04-01 01:52:30+00:00,441.7747084323248,107.6603637314628,-6.528174758937556,496.5776293823038
2024-03-28 02:07:30,14.150353096180238,28.28340126358663,2.1217271798154997,235.78127799373036,15.629664351851853,2024-04-01 02:07:30+00:00,440.91438233030425,107.52294063618989,-6.527606978102943,492.9048414023372
2024-03-28 02:22:30,14.190043310760675,28.181692144503117,2.1111695949103275,242.2612640295496,15.640081018518519,2024-04-01 02:22:30+00:00,440.03790517441246,107.38551746440594,-6.52703899071484,509.9928452182209
2024-03-28 02:37:30,14.23108973959721,28.079885538986368,2.10051266144549,239.90174058446084,15.650497685185185,2024-04-01 02:37:30+00:00,440.03790517441246,107.24809421607247,-6.526470796795703,497.2662771285476
2024-03-28 02:52:30,14.273508480887651,27.977981850877157,2.0897550880039772,231.80829603248625,15.660914351851853,2024-04-01 02:52:30+00:00,439.1478694852853,107.11067089124468,-6.525902396368427,532.1994991652755
2024-03-28 03:07:30,14.317315886361452,27.87598150103197,2.0788955626464065,237.13745213261268,15.671331018518519,2024-04-01 03:07:30+00:00,438.2465930679147,106.973247489909,-6.525333789455677,535.1419031719532
2024-03-28 03:22:30,14.362528566106612,27.773884927709737,2.067932752543599,238.78353021428293,15.681747685185185,2024-04-01 03:22:30+00:00,438.2465930679147,106.83582401204144,-6.524764976079925,533.1107401224263
2024-03-28 03:37:30,14.40916339316973,27.67169258728391,2.056865303637356,239.4421673986592,15.692164351851853,2024-04-01 03:37:30+00:00,437.33614619131043,106.69840045765318,-6.524195956264074,506.7821368948247
2024-03-28 03:52:30,14.457237508848054,27.56940495454558,2.0456918402498907,239.3174054702959,15.702581018518519,2024-04-01 03:52:30+00:00,437.33614619131043,106.56097682677448,-6.5236267300308075,497.16193656093486
2024-03-28 04:07:30,14.50676832771416,27.46702252322882,2.034410964709906,243.0284389017833,15.712997685185185,2024-04-01 04:07:30+00:00,436.41837645855617,106.42355311935204,-6.523057297402593,509.1889259877574
