time_psp,psp_lon,psp_r,earth_lon,earth_r,origin_lon,origin_r
2018-11-08 22:37:30+00:00,336.09803351863513,41.31927133518086,6.1604668441487345,235.6593472067074,0.9708813677749739,30.0
