encounter,utc_time,longitude_deg,radius_Rs,latitude_deg
23,2025-03-10 00:54:23,37.96875000000001,81.9490442457937,0.446077179644024
23,2025-03-10 00:54:23,40.78125,72.43708661620471,0.446077179644024
23,2025-03-10 00:54:23,43.59375,63.02183723840693,0.446077179644024
23,2025-03-10 00:54:23,46.40625,53.72695200357864,0.446077179644024
23,2025-03-10 00:54:23,49.21875000000001,44.5803860996156,0.446077179644024
23,2025-03-10 00:54:23,52.03125,35.60636216076969,0.446077179644024
23,2025-03-10 00:54:23,53.733621461519206,30.0,2.7992290087888345
23,2025-03-16 00:54:23,355.78125,230.50771439804572,0.446077179644024
23,2025-03-16 00:54:23,358.59375,219.71529723315146,0.446077179644024
23,2025-03-16 00:54:23,1.40625,208.89423016457718,0.446077179644024
23,2025-03-16 00:54:23,4.21875,198.0454129377683,0.446077179644024
23,2025-03-16 00:54:23,7.03125,187.17018370254232,0.446077179644024
23,2025-03-16 00:54:23,9.84375,176.27077434492605,0.446077179644024
23,2025-03-16 00:54:23,12.65625,165.35006286322806,0.446077179644024
23,2025-03-16 00:54:23,15.468749999999998,154.41144539481434,0.446077179644024
23,2025-03-16 00:54:23,18.28125,143.45950301938478,0.446077179644024
23,2025-03-16 00:54:23,21.09375,132.50014978506616,0.446077179644024
23,2025-03-16 00:54:23,23.90625,121.54101046924437,0.446077179644024
23,2025-03-16 00:54:23,26.71875,110.59205289744787,0.446077179644024
23,2025-03-16 00:54:23,29.53125,99.66574824819294,0.446077179644024
23,2025-03-16 00:54:23,32.34375,88.77805750932022,0.446077179644024
23,2025-03-16 00:54:23,35.15625,77.94913276584602,0.446077179644024
23,2025-03-16 00:54:23,37.96875000000001,67.20416956567642,0.446077179644024
23,2025-03-16 00:54:23,40.78125,56.57448094679981,0.446077179644024
23,2025-03-16 00:54:23,43.59375,46.098337373134754,0.446077179644024
23,2025-03-16 00:54:23,46.40625,35.82134713380343,0.446077179644024
23,2025-03-16 00:54:23,48.17390163291253,30.0,2.7992290087888345
23,2025-03-22 00:54:23,355.78125,230.4131915611653,0.446077179644024
23,2025-03-22 00:54:23,358.59375,219.76647622386602,0.446077179644024
23,2025-03-22 00:54:23,1.40625,208.9320033907741,0.446077179644024
23,2025-03-22 00:54:23,4.21875,197.9203344898349,0.446077179644024
23,2025-03-22 00:54:23,7.03125,186.74649431367897,0.446077179644024
23,2025-03-22 00:54:23,9.84375,175.42821726938757,0.446077179644024
23,2025-03-22 00:54:23,12.65625,163.98568342370808,0.446077179644024
23,2025-03-22 00:54:23,15.468749999999998,152.43982290331797,0.446077179644024
23,2025-03-22 00:54:23,18.28125,140.81198669222968,0.446077179644024
23,2025-03-22 00:54:23,21.09375,129.1181361802705,0.446077179644024
23,2025-03-22 00:54:23,23.90625,117.37349920275625,0.446077179644024
23,2025-03-22 00:54:23,26.71875,105.59489270630503,0.446077179644024
23,2025-03-22 00:54:23,29.53125,93.79711153089205,0.446077179644024
23,2025-03-22 00:54:23,32.34375,81.98803676059529,0.446077179644024
23,2025-03-22 00:54:23,35.15625,70.16529403799981,0.446077179644024
23,2025-03-22 00:54:23,37.96875000000001,58.30034152659789,0.446077179644024
23,2025-03-22 00:54:23,40.78125,46.289197952069294,0.446077179644024
23,2025-03-22 00:54:23,43.59375,33.855895904519045,0.446077179644024
23,2025-03-22 00:54:23,44.76459251038481,30.0,2.7992290087888345
23,2025-03-28 00:54:23,355.78125,235.95828967057946,0.446077179644024
23,2025-03-28 00:54:23,358.59375,222.04908916231315,0.446077179644024
23,2025-03-28 00:54:23,1.40625,208.0365553205857,0.446077179644024
23,2025-03-28 00:54:23,4.21875,193.92684253661378,0.446077179644024
23,2025-03-28 00:54:23,7.03125,179.72715013218644,0.446077179644024
23,2025-03-28 00:54:23,9.84375,165.44615448239588,0.446077179644024
23,2025-03-28 00:54:23,12.65625,151.09452324304138,0.446077179644024
23,2025-03-28 00:54:23,15.468749999999998,136.68560865146986,0.446077179644024
23,2025-03-28 00:54:23,18.28125,122.23603099669255,0.446077179644024
23,2025-03-28 00:54:23,21.09375,107.7669359951432,0.446077179644024
23,2025-03-28 00:54:23,23.90625,93.30536324130217,0.446077179644024
23,2025-03-28 00:54:23,26.71875,78.88530355925671,0.446077179644024
23,2025-03-28 00:54:23,29.53125,64.5495084237035,0.446077179644024
23,2025-03-28 00:54:23,32.34375,50.35052500011584,0.446077179644024
23,2025-03-28 00:54:23,35.15625,36.35793234911061,0.446077179644024
23,2025-03-28 00:54:23,37.08683569443357,30.0,2.7992290087888345
