t_arrival,PSP_time,delta_t_days,PSP_lon,Vr_pred_kms,Vr_true_kms,delta_v_kms
2022-12-09 10:33:17.744407+00:00,2022-12-14 02:37:30+00:00,-4.669586291585648,141.24577373396096,372.80895003624374,424.5260619551104,51.717111918866635
2022-12-09 21:32:16.727458+00:00,2022-12-11 17:37:30+00:00,-1.8369591729398147,354.06205999906524,213.870175783168,424.5260619551104,210.65588617194237
2022-12-10 08:31:15.710508+00:00,2022-12-14 02:37:30+00:00,-3.754332054305556,102.46002421592493,372.80895003624374,424.5260619551104,51.717111918866635
2022-12-10 19:30:14.693559+00:00,2022-12-09 00:07:30+00:00,1.8074617310069445,210.85798843278826,237.3784897663088,424.5260619551104,187.14757218880158
2022-12-11 06:29:13.676610+00:00,2022-12-14 02:37:30+00:00,-2.839077817013889,67.65391686651128,372.80895003624374,424.5260619551104,51.717111918866635
2022-12-11 17:28:12.659661+00:00,2022-12-10 11:22:30+00:00,1.253965968298611,284.4498453002343,242.69130721745543,424.5260619551104,181.83475473765495
2022-12-12 04:27:11.642712+00:00,2022-12-14 02:37:30+00:00,-1.9238235797222223,141.24577373396096,372.80895003624374,424.5260619551104,51.717111918866635
2022-12-12 15:26:10.625763+00:00,2022-12-09 00:07:30+00:00,3.637970205590278,214.837630601407,237.3784897663088,424.5260619551104,187.14757218880158
2022-12-13 02:25:09.608814+00:00,2022-12-11 07:22:30+00:00,1.7935139909027777,323.2355948182667,318.9907421460009,424.9940376818506,106.0032955358497
2022-12-13 13:24:08.591864+00:00,2022-12-10 14:37:30+00:00,2.9490577762037034,288.42948746885304,215.38999107038865,378.0226303097755,162.63263923938683
2022-12-14 00:23:07.574915+00:00,2022-12-12 14:52:30+00:00,1.3962682281828704,36.82745168571273,230.3335015723881,358.59766277128546,128.26416119889737
2022-12-14 11:22:06.557966+00:00,2022-12-11 01:22:30+00:00,3.4163953468287036,307.8223622278674,197.5836750571341,345.575959933222,147.99228487608792
2022-12-14 22:21:05.541017+00:00,2022-12-14 02:37:30+00:00,0.8219391321412036,110.41930855315877,372.80895003624374,337.7109998145056,-35.09795022173813
2022-12-15 09:20:04.524068+00:00,2022-12-14 02:37:30+00:00,1.2795662507870371,145.22541590257606,372.80895003624374,347.72769430532367,-25.081255730920077
2022-12-15 20:19:03.507119+00:00,2022-12-11 01:22:30+00:00,4.7892767027662035,307.8223622278674,197.5836750571341,332.4800593581895,134.89638430105543
2022-12-16 07:18:02.490169+00:00,2022-12-11 20:22:30+00:00,4.455237154733796,2.021344336295442,385.094499062223,321.41346688925984,-63.68103217296317
2022-12-16 18:17:01.473220+00:00,2022-12-14 02:37:30+00:00,2.652447606712963,145.22541590257606,372.80895003624374,317.68423563081325,-55.124714405430495
2023-01-01 07:42:26.896949+00:00,2022-12-10 11:22:30+00:00,21.847186307280094,284.4498453002343,242.69130721745543,288.6848451122241,45.99353789476865
