t_arrival,PSP_time,delta_t_days,PSP_lon,Vr_pred_kms,Vr_true_kms,delta_v_kms
2022-08-24 04:03:29.996610+00:00,2022-09-05 07:52:30+00:00,-12.159027817013888,214.837630601407,401.2253591782692,576.9616026711185,175.73624349284933
2022-08-24 15:02:28.979661+00:00,2022-09-07 07:52:30+00:00,-13.701400698368056,323.2355948182667,182.38941925863497,576.9616026711185,394.5721834124835
2022-08-25 02:01:27.962712+00:00,2022-09-06 13:22:30+00:00,-12.472940246388891,288.42948746885304,258.43849781999126,576.9616026711185,318.52310485112724
2022-08-25 13:00:26.945763+00:00,2022-09-03 16:52:30+00:00,-9.161146461076388,36.82745168571273,217.03475743727253,576.9616026711185,359.92684523384594
2022-08-25 23:59:25.928814+00:00,2022-09-03 16:52:30+00:00,-8.703519342430555,110.41930855315877,217.03475743727253,576.9616026711185,359.92684523384594
2022-08-26 10:58:24.911864+00:00,2022-09-07 11:52:30+00:00,-12.037558890462963,327.2152369868818,268.70753581550645,576.9616026711185,308.25406685561205
2022-08-26 21:57:23.894915+00:00,2022-09-07 11:52:30+00:00,-11.57993177181713,327.2152369868818,268.70753581550645,576.9616026711185,308.25406685561205
2022-08-27 08:56:22.877966+00:00,2022-09-05 07:52:30+00:00,-8.95563798650463,214.837630601407,401.2253591782692,576.9616026711185,175.73624349284933
2022-08-27 19:55:21.861017+00:00,2022-09-05 07:52:30+00:00,-8.498010867858795,214.837630601407,401.2253591782692,576.9616026711185,175.73624349284933
2022-08-28 06:54:20.844068+00:00,2022-09-08 19:22:30+00:00,-11.51955041587963,358.041702167684,320.57028858473126,576.9616026711185,256.39131408638724
2022-08-28 17:53:19.827119+00:00,2022-09-03 16:52:30+00:00,-5.957756630567129,28.86816734848253,217.03475743727253,576.9616026711185,359.92684523384594
2022-08-29 04:52:18.810169+00:00,2022-09-03 16:52:30+00:00,-5.500129511932871,28.86816734848253,217.03475743727253,576.9616026711185,359.92684523384594
2022-08-29 15:51:17.793220+00:00,2022-09-03 16:52:30+00:00,-5.042502393287037,137.26613156534222,217.03475743727253,576.9616026711185,359.92684523384594
2022-08-30 02:50:16.776271+00:00,2022-09-03 16:52:30+00:00,-4.584875274641204,102.46002421592493,217.03475743727253,576.9616026711185,359.92684523384594
2022-08-30 13:49:15.759322+00:00,2022-09-05 04:37:30+00:00,-5.616831489328703,210.85798843278826,431.67836805634965,576.9616026711185,145.28323461476884
2022-08-31 00:48:14.742373+00:00,2022-09-03 16:52:30+00:00,-3.669621037349537,102.46002421592857,217.03475743727253,576.9616026711185,359.92684523384594
2022-08-31 11:47:13.725424+00:00,2022-09-03 16:52:30+00:00,-3.211993918703704,102.46002421592857,217.03475743727253,576.9616026711185,359.92684523384594
2022-08-31 22:46:12.708475+00:00,2022-09-05 04:37:30+00:00,-4.243950133391204,210.85798843278826,431.67836805634965,576.9616026711185,145.28323461476884
2022-09-01 09:45:11.691525+00:00,2022-09-03 16:52:30+00:00,-2.296739681423611,67.65391686651128,217.03475743727253,576.9616026711185,359.92684523384594
2022-09-01 20:44:10.674576+00:00,2022-09-06 12:07:30+00:00,-4.641195896111111,284.4498453002343,263.926151428852,576.9616026711185,313.0354512422665
2022-09-02 07:43:09.657627+00:00,2022-09-03 16:52:30+00:00,-1.3814854441319446,141.24577373396096,217.03475743727253,576.9616026711185,359.92684523384594
2022-09-02 18:42:08.640678+00:00,2022-09-05 07:52:30+00:00,-2.548858325486111,214.837630601407,401.2253591782692,576.9616026711185,175.73624349284933
2022-09-03 05:41:07.623729+00:00,2022-09-03 16:52:30+00:00,-0.4662312068402778,71.63355903513002,217.03475743727253,576.9616026711185,359.92684523384594
2022-09-03 16:40:06.606780+00:00,2022-09-06 13:22:30+00:00,-2.862770754861111,288.42948746885304,258.43849781999126,576.9616026711185,318.52310485112724
2022-09-04 03:39:05.589831+00:00,2022-09-03 16:52:30+00:00,0.44902303045138886,71.63355903513002,217.03475743727253,576.9616026711185,359.92684523384594
