t_arrival,PSP_time,delta_t_days,PSP_lon,Vr_pred_kms,Vr_true_kms,delta_v_kms
2023-12-26 18:02:19.607459+00:00,2023-12-31 09:52:30+00:00,-4.659842506261574,71.63355903513002,413.95649169380664,336.44963828603227,-77.50685340777437
2023-12-27 05:01:18.590509+00:00,2023-12-28 17:07:30+00:00,-1.5042987209606482,288.42948746885304,217.17555148548553,336.44963828603227,119.27408680054674
2023-12-27 16:00:17.573560+00:00,2023-12-28 17:07:30+00:00,-1.0466716023148148,288.42948746885304,217.17555148548553,336.44963828603227,119.27408680054674
2023-12-28 02:59:16.556611+00:00,2023-12-31 09:52:30+00:00,-3.2869611503356486,71.63355903513002,413.95649169380664,336.44963828603227,-77.50685340777437
2023-12-28 13:58:15.539662+00:00,2023-12-28 17:07:30+00:00,-0.13141736502314816,288.42948746885304,217.17555148548553,336.44963828603227,119.27408680054674
2023-12-29 00:57:14.522713+00:00,2023-12-26 16:07:30+00:00,2.367876420289352,145.22541590257606,231.10199056976305,336.44963828603227,105.34764771626922
2023-12-29 11:56:13.505764+00:00,2023-12-28 22:22:30+00:00,0.5650868722685185,307.8223622278674,263.2015150415383,336.44963828603227,73.24812324449397
2023-12-29 22:55:12.488815+00:00,2023-12-28 15:52:30+00:00,1.2935473242476851,284.44984530023794,251.58824578180463,336.44963828603227,84.86139250422764
2023-12-30 09:54:11.471865+00:00,2023-12-30 14:52:30+00:00,-0.20715889045138888,32.84780951710127,241.4101021081648,336.44963828603227,95.03953617786746
2023-12-30 20:53:10.454916+00:00,2023-12-29 12:22:30+00:00,1.354634894861111,358.041702167684,195.67758562004636,330.05008347245405,134.3724978524077
2023-12-31 07:52:09.437967+00:00,2023-12-30 14:52:30+00:00,0.7080953468402778,32.84780951709763,241.4101021081648,307.92988313856426,66.51978103039946
2023-12-31 18:51:08.421018+00:00,2023-12-30 14:52:30+00:00,1.1657224654861111,32.84780951709763,241.4101021081648,325.7929883138564,84.38288620569162
2024-01-01 05:50:07.404069+00:00,2023-12-30 14:52:30+00:00,1.6233495841319445,32.84780951709763,241.4101021081648,334.8914858096828,93.48138370151801
2024-01-01 16:49:06.387120+00:00,2023-12-26 16:07:30+00:00,6.028893369444445,141.24577373396096,231.10199056976305,353.30312425471027,122.20113368494722
2024-01-02 03:48:05.370170+00:00,2023-12-29 12:22:30+00:00,3.6427704880787037,358.041702167684,195.67758562004636,383.8063439065109,188.12875828646455
2024-01-02 14:47:04.353221+00:00,2023-12-29 12:22:30+00:00,4.100397606724537,358.041702167684,195.67758562004636,378.0050083472454,182.32742272719904
2024-01-03 01:46:03.336272+00:00,2023-12-26 16:07:30+00:00,7.4017747253703705,214.837630601407,231.10199056976305,380.6969949916528,149.59500442188974
2024-01-03 12:45:02.319323+00:00,2023-12-29 02:22:30+00:00,5.43231851068287,323.2355948182667,126.49042903220578,395.9933222036729,269.5028931714671
2024-01-03 23:44:01.302374+00:00,2023-12-31 09:52:30+00:00,3.577445629328704,71.63355903512638,413.95649169380664,450.5843071786311,36.62781548482445
