t_arrival,PSP_time,delta_t_days,PSP_lon,Vr_pred_kms,Vr_true_kms,delta_v_kms
2023-06-30 06:21:52.743729+00:00,2023-06-24 17:07:30+00:00,5.551652126493055,284.44984530023794,329.652873171511,431.6082359488035,101.95536277729252
2023-06-30 17:20:51.726780+00:00,2023-06-19 14:37:30+00:00,11.113445911805556,32.84780951710127,201.5587369296414,431.6082359488035,230.04949901916208
2023-07-01 04:19:50.709831+00:00,2023-06-24 17:07:30+00:00,6.466906363784721,358.041702167684,329.652873171511,431.6082359488035,101.95536277729252
2023-07-01 15:18:49.692881+00:00,2023-06-24 17:07:30+00:00,6.9245334824189815,323.2355948182667,329.652873171511,431.6082359488035,101.95536277729252
2023-07-02 02:17:48.675932+00:00,2023-06-21 01:07:30+00:00,11.048827267731482,71.63355903513002,191.7008243310836,431.6082359488035,239.9074116177199
2023-07-02 13:16:47.658983+00:00,2023-06-24 17:07:30+00:00,7.839787719710648,288.42948746885304,329.652873171511,431.6082359488035,101.95536277729252
2023-07-03 00:15:46.642034+00:00,2023-06-24 17:07:30+00:00,8.297414838356481,288.42948746885304,329.652873171511,431.6082359488035,101.95536277729252
2023-07-03 11:14:45.625085+00:00,2023-06-24 17:07:30+00:00,8.755041957002314,214.837630601407,329.652873171511,431.6082359488035,101.95536277729252
2023-07-03 22:13:44.608136+00:00,2023-06-24 17:07:30+00:00,9.212669075648147,358.041702167684,329.652873171511,431.6082359488035,101.95536277729252
2023-07-04 09:12:43.591186+00:00,2023-06-24 17:07:30+00:00,9.670296194282407,214.837630601407,329.652873171511,431.6082359488035,101.95536277729252
2023-07-04 20:11:42.574237+00:00,2023-06-24 17:07:30+00:00,10.12792331292824,358.041702167684,329.652873171511,431.6082359488035,101.95536277729252
2023-07-05 07:10:41.557288+00:00,2023-06-24 17:07:30+00:00,10.585550431574074,214.837630601407,329.652873171511,431.6082359488035,101.95536277729252
2023-07-05 18:09:40.540339+00:00,2023-06-19 14:37:30+00:00,16.147344216886573,32.84780951710127,201.5587369296414,431.6082359488035,230.04949901916208
2023-07-06 05:08:39.523390+00:00,2023-06-22 07:52:30+00:00,13.886221335532408,141.24577373396096,230.08307653731185,431.6082359488035,201.52515941149164
2023-07-06 16:07:38.506441+00:00,2023-06-24 17:07:30+00:00,11.958431787511575,358.041702167684,329.652873171511,431.6082359488035,101.95536277729252
2023-07-07 03:06:37.489492+00:00,2023-06-24 17:07:30+00:00,12.416058906157408,358.041702167684,329.652873171511,431.6082359488035,101.95536277729252
2023-07-07 14:05:36.472542+00:00,2023-06-24 17:07:30+00:00,12.873686024791667,358.041702167684,329.652873171511,431.6082359488035,101.95536277729252
2023-07-08 01:04:35.455593+00:00,2023-06-24 17:07:30+00:00,13.3313131434375,214.837630601407,329.652873171511,431.6082359488035,101.95536277729252
2023-07-08 12:03:34.438644+00:00,2023-06-24 17:07:30+00:00,13.788940262083335,323.2355948182667,329.652873171511,431.6082359488035,101.95536277729252
2023-07-08 23:02:33.421695+00:00,2023-06-21 01:07:30+00:00,17.913234047395832,71.63355903513002,191.7008243310836,431.6082359488035,239.9074116177199
2023-07-09 10:01:32.404746+00:00,2023-06-24 17:07:30+00:00,14.704194499375,288.42948746885304,329.652873171511,431.6082359488035,101.95536277729252
2023-07-09 21:00:31.387797+00:00,2023-06-24 17:07:30+00:00,15.161821618020833,288.42948746885304,329.652873171511,431.6082359488035,101.95536277729252
2023-07-10 07:59:30.370847+00:00,2023-06-24 17:07:30+00:00,15.619448736655093,253.62338011943575,329.652873171511,431.6082359488035,101.95536277729252
2023-07-10 18:58:29.353898+00:00,2023-06-19 14:37:30+00:00,21.181242521967594,2.021344336295442,201.5587369296414,431.6082359488035,230.04949901916208
