encounter,streakline,start_longitude_deg,end_longitude_deg,start_radius_Rs,end_radius_Rs
16,8,99.36616019714256,161.53334951379955,233.00879292847873,30.0
16,9,93.30888883190329,152.37320942301497,233.12757398858338,30.0
16,10,87.25165732860245,148.50296567681025,233.3182422277514,30.0
16,11,81.19446921273561,138.23478075421136,233.11576854040504,30.0
16,12,75.13732795174906,136.04811105968116,235.14855750152444,30.0
16,13,69.08023690900711,122.0585798031047,235.3932587100621,30.0
16,14,63.023199302185276,119.61903953933137,234.4409765181186,30.0
16,15,56.96621816706761,114.86030787784065,234.2604851502256,30.0
16,16,50.90929632848787,107.48314635457855,234.2944171887348,30.0
16,17,44.852436379684605,103.31595779611794,233.24784236377712,30.0
16,18,38.79564066891021,101.01226048504981,233.1189545817548,30.0
16,19,32.73891129549929,95.9589248153631,232.45759206730196,30.0
16,20,26.682250111453186,92.66561011401892,231.98038347295946,30.0
16,21,17.813158729138365,88.78505093128348,239.99748395632858,30.0
16,22,11.756638533189175,84.3748966260358,238.7347407004844,30.0
16,23,5.700190695340552,82.18875063706881,237.40349195664416,30.0
16,24,359.6438161900233,79.78299937662621,237.0170096069564,30.0
17,1,212.48825431076114,261.68416769015096,234.96772275579087,30.0
17,2,206.44644713195737,255.74463371384388,233.58546262717718,30.0
17,3,200.40473805663214,253.90267319388488,232.68167720116867,30.0
17,4,194.36312523961942,249.40944769209102,232.25238691076203,30.0
17,5,188.32160682107803,244.9023814363013,231.6262812326131,30.0
17,6,182.28018093434173,231.7522951770156,233.78369095526244,30.0
17,7,176.23884571390806,226.93188796685928,233.76524433489845,30.0
17,8,170.19759930395105,223.06859991220864,232.78054507331592,30.0
17,9,164.15643986716225,219.04018474886692,232.36068109495983,30.0
17,10,158.1153655934612,213.8602772768701,231.47867342686575,30.0
17,11,152.07437471090077,208.82313672750857,231.50236940379173,30.0
17,12,146.0334654955027,203.04722784142277,232.50238104978428,30.0
17,13,139.99263628282677,190.14788599680568,233.84929315194935,30.0
17,14,133.95188547992797,185.87656876470697,233.24468444113967,30.0
17,15,127.91121157831122,181.69669130414547,232.11657781583776,30.0
17,16,121.87061316759872,179.2750145814762,230.7900277581886,30.0
17,17,115.83008894970305,159.65143719204545,235.65338003762122,30.0
17,18,109.78963775486733,157.62669365415573,233.2576553833003,30.0
17,19,103.74925855751133,156.42236240066126,231.2815017050592,30.0
17,20,94.89645049311588,155.3671973618299,237.85403800050892,30.0
17,21,88.85621287572349,154.28359966209769,238.23960142364461,30.0
17,22,82.81604521514714,151.08915933419954,237.9614895740858,30.0
17,23,76.77594723243908,146.50738367967142,236.8787513737468,30.0
17,24,70.73591887496173,142.5166956560026,236.0889342461045,30.0
17,25,64.69596032604511,140.63346032604517,234.61807125651495,30.0
17,26,58.656072010695596,117.43124727936083,239.08575371863006,30.0
17,27,55.42875459477949,112.29396683966958,230.33210932711134,30.0
17,28,46.5765089763118,110.72525696341864,238.05847094490963,30.0
