time,longitude,radius,latitude,Vr,Time_days,Times_Earth,Vr_pred_Earth,Lon-L1,Lat-L1,Vr_obs_Earth,SpiralOrigin_Lon_deg,SpiralOrigin_Rs,SpiralOrigin_Lat_deg
2019-04-02 03:52:30+00:00,354.3566005383019,41.26381361023399,-2.3393895784464593,300.4460559265442,21.147685185185185,2019-04-06 03:52:30+00:00,412.9741377089176,34.78596361402587,-6.272189628647094,506.9313935924955,350.0751768250054,30.0,-2.3393895784464593
2019-04-02 04:07:30+00:00,354.3568799462146,41.226220382721806,-2.348028313431204,303.05881703665887,21.158101851851853,2019-04-06 04:07:30+00:00,412.9741377089176,34.648508510681744,-6.271536940544071,500.8653311074012,350.12653382678866,30.0,-2.348028313431204
2019-04-02 04:22:30+00:00,354.35743115293246,41.18871555222506,-2.3566670966448204,302.2168730830454,21.16851851851852,2019-04-06 04:22:30+00:00,411.68633834289,34.51105331871516,-6.270884056256063,504.9697909213769,350.1294719566608,30.0,-2.3566670966448204
2019-04-02 04:37:30+00:00,354.3582542714058,41.151299531783046,-2.3653057898025245,296.5567612687813,21.178935185185185,2019-04-06 04:37:30+00:00,410.40933208644526,34.37359803811942,-6.27023097580943,509.3200789194111,350.06400833425516,30.0,-2.3653057898025245
2019-04-02 04:52:30+00:00,354.35934940906515,41.11397273527516,-2.373944253566422,285.3748495554606,21.189351851851853,2019-04-06 04:52:30+00:00,410.40933208644526,34.236142668859145,-6.269577699230546,505.9810000794976,349.91177837037475,30.0,-2.373944253566422
2019-04-02 05:07:30+00:00,354.3607166677596,41.07673557740016,-2.382582347547276,274.75249446752343,21.19976851851852,2019-04-06 05:07:30+00:00,409.1431620656256,34.09868721091313,-6.268924226545768,510.02921535893154,349.7566732935518,30.0,-2.382582347547276
2019-04-02 05:22:30+00:00,354.36235614371157,41.039588473679935,-2.3912199303004873,278.78246690220135,21.210185185185185,2019-04-06 05:22:30+00:00,409.1431620656256,33.96123166424584,-6.26827055778145,500.1824469353685,349.8400840452707,30.0,-2.3912199303004873
2019-04-02 05:37:30+00:00,354.36426792746926,41.00253184043845,-2.399856859327843,272.0549874791319,21.220601851851853,2019-04-06 05:37:30+00:00,407.88787490892304,33.823776028865396,-6.267616692963982,492.3336874588962,349.74572266587,30.0,-2.399856859327843
2019-04-02 05:52:30+00:00,354.36645210378117,40.96556609480749,-2.4084929910734605,275.83181271110766,21.23101851851852,2019-04-06 05:52:30+00:00,406.643520966814,33.686320304736185,-6.266962632119712,484.1624930439621,349.82645092640354,30.0,-2.4084929910734605
2019-04-02 06:07:30+00:00,354.36890875166347,40.92869165470882,-2.4171281809247938,283.79857902706067,21.241435185185185,2019-04-06 06:07:30+00:00,406.643520966814,33.54886449182262,-6.266308375275049,484.2251738245061,349.97119236047007,30.0,-2.4171281809247938
2019-04-02 06:22:30+00:00,354.3716379442368,40.89190893884705,-2.4257622832114856,277.0633347245409,21.251851851851853,2019-04-06 06:22:30+00:00,405.41015456838,33.411408590132886,-6.265653922456323,473.1943348804784,349.8821769070214,30.0,-2.4257622832114856
