time,longitude,radius,latitude,Vr,Time_days,Times_Earth,Vr_pred_Earth,Lon-L1,Lat-L1,Vr_obs_Earth,SpiralOrigin_Lon_deg,SpiralOrigin_Rs,SpiralOrigin_Lat_deg
2024-12-22 07:07:30+00:00,142.53692558699024,30.66578107547799,2.804180321297186,289.2060243775468,12.085,2024-12-26 07:07:30+00:00,375.95534897724224,151.78989673584903,-2.3452810591256528,404.17362270450747,142.27402389990988,30.0,2.804180321297186
2024-12-22 07:22:30+00:00,142.53798466699396,30.562289471736644,2.7972767386043684,265.48713965011467,12.095416666666669,2024-12-26 07:22:30+00:00,375.95534897724224,151.65269097109112,-2.346549531377841,402.17028380634395,142.29611259471727,30.0,2.7972767386043684
2024-12-22 07:37:30+00:00,142.54005411652997,30.458663715919915,2.790307169517442,265.4123808498034,12.105833333333331,2024-12-26 07:37:30+00:00,374.9659966029097,151.5154852412019,-2.347817926609465,400.8555926544241,142.34270169050075,30.0,2.790307169517442
2024-12-22 07:52:30+00:00,142.5431455806182,30.354903602268266,2.783270729778245,250.06689411722468,12.11625,2024-12-26 07:52:30+00:00,373.9804838830683,151.3782795461597,-2.3490862447765695,398.8647746243739,142.38106780437127,30.0,2.783270729778245
2024-12-22 08:07:30+00:00,142.5472708804967,30.251008928076516,2.776166520314893,263.6663418975024,12.126666666666669,2024-12-26 08:07:30+00:00,373.9804838830683,151.24107388596343,-2.350354485834143,400.542570951586,142.43855230901596,30.0,2.776166520314893
2024-12-22 08:22:30+00:00,142.552442071526,30.14697950739776,2.768993624395073,265.38756594659145,12.137083333333331,2024-12-26 08:22:30+00:00,372.9988534960836,151.1038682605871,-2.351622649737686,400.4531361793466,142.48919426356926,30.0,2.768993624395073
2024-12-22 08:37:30+00:00,142.5586713737251,30.04281515286476,2.7617511107156836,267.6955131938243,12.1475,2024-12-26 08:37:30+00:00,372.0211499710073,150.9666626700525,-2.3528907364431912,396.36060100166947,142.54040612170428,30.0,2.7617511107156836
2024-12-22 08:52:30+00:00,142.56597120212226,29.93851568267776,2.7544380318495234,284.3832436513473,12.157916666666669,2024-12-26 08:52:30+00:00,372.0211499710073,150.82945711431498,-2.354158745905654,397.78797996661103,142.59066168672388,30.0,2.7544380318495234
2024-12-22 09:07:30+00:00,142.57435417053907,29.834080920684148,2.747053423903455,277.58963947998683,12.168333333333331,2024-12-26 09:07:30+00:00,371.0474194419474,150.69225159337742,-2.3554266780805984,396.7237061769616,142.64261355039977,30.0,2.747053423903455
2024-12-22 09:22:30+00:00,142.58383309582354,29.72951069659109,2.7395963061779303,267.7969551500664,12.17875,2024-12-26 09:22:30+00:00,370.07770940420966,150.55504610721798,-2.356694532923985,398.6644407345576,142.6991820663222,30.0,2.7395963061779303
2024-12-22 09:37:30+00:00,142.59442100160092,29.624804846319407,2.7320656808247095,266.56313494066336,12.189166666666669,2024-12-26 09:37:30+00:00,370.07770940420966,150.4178406558354,-2.3579623103908096,399.5826377295492,142.75516190128909,30.0,2.7320656808247095
2024-12-22 09:52:30+00:00,142.60613112266353,29.51996321211669,2.7244605324785125,268.54204643256435,12.199583333333331,2024-12-26 09:52:30+00:00,369.112068474712,150.2806352392035,-2.3592300104365567,397.305032196518,142.81027271074933,30.0,2.7244605324785125
2024-12-22 10:07:30+00:00,142.61897689041564,29.414985638514377,2.7167798287985807,264.34509295103413,12.21,2024-12-26 10:07:30+00:00,368.15054615890017,150.14342985734402,-2.360497633017232,394.82470784641066,142.8717113942627,30.0,2.7167798287985807
2024-12-22 10:22:30+00:00,142.63297197759698,29.30987198183578,2.709022518162343,277.3713709124868,12.220416666666669,2024-12-26 10:22:30+00:00,368.15054615890017,150.0062245102119,-2.3617651780878006,388.0753637014071,142.91711519157488,30.0,2.709022518162343
2024-12-22 10:37:30+00:00,142.6481303017029,29.20462211013449,2.7011875293195855,281.0760286064839,12.230833333333331,2024-12-26 10:37:30+00:00,367.19319262612,149.86901919781008,-2.3630326456037336,387.64607679465774,142.97129131974035,30.0,2.7011875293195855
2024-12-22 10:52:30+00:00,142.66446599022137,29.099235894549786,2.6932737728866067,261.16606209294474,12.24125,2024-12-26 10:52:30+00:00,366.2400584951522,149.7318139201164,-2.364300035521038,386.1992209237618,143.0583456852499,30.0,2.6932737728866067
2024-12-22 11:07:30+00:00,142.68199340404664,28.993713213961005,2.6852801400495476,253.5022379491844,12.251666666666669,2024-12-26 11:07:30+00:00,366.2400584951522,149.59460867712951,-2.365567347794663,382.02559821925433,143.13531794892648,30.0,2.6852801400495476
2024-12-22 11:22:30+00:00,142.7007271424588,28.88805395513691,2.6772055021440173,251.6307565032973,12.262083333333331,2024-12-26 11:22:30+00:00,365.291194631361,149.4574034688231,-2.366834582380086,381.3578185865331,143.20537595213614,30.0,2.6772055021440173
2024-12-22 11:37:30+00:00,142.7206820480489,28.78225801302369,2.6690487102335796,224.31930201128864,12.2725,2024-12-26 11:37:30+00:00,365.291194631361,149.32019829518944,-2.368101739233299,381.4134668892599,143.34063380854874,30.0,2.6690487102335796
2024-12-22 11:52:30+00:00,142.74187321158402,28.67632529117693,2.6608085946857236,232.6752710128718,12.282916666666669,2024-12-26 11:52:30+00:00,364.3466519566813,149.1829931562708,-2.369368818309238,376.6833611574847,143.3915544189831,30.0,2.6608085946857236
2024-12-22 12:07:30+00:00,142.76431597282286,28.570255701021452,2.652483964945716,225.2306638333411,12.293333333333331,2024-12-26 12:07:30+00:00,363.4064812734416,149.04578805195345,-2.3706358195633954,376.19842594800855,143.4892527265787,30.0,2.652483964945716
2024-12-22 12:22:30+00:00,142.78802590539243,28.46404915804933,2.6440736100868745,236.09892456419612,12.30375,2024-12-26 12:22:30+00:00,363.4064812734416,148.90858298230242,-2.3719027429517183,376.5025041736227,143.53096390062836,30.0,2.6440736100868745
2024-12-22 12:37:30+00:00,142.81301891696293,28.357705601375073,2.635576293694643,260.98361081699073,12.314166666666669,2024-12-26 12:37:30+00:00,362.4707331028157,148.771377947287,-2.3731695884291826,379.7161936560935,143.53165172149806,30.0,2.635576293694643
2024-12-22 12:52:30+00:00,142.83931114968385,28.251224972837104,2.62699075854672,258.3647163877781,12.324583333333331,2024-12-26 12:52:30+00:00,361.5394575385016,148.63417294688068,-2.374436355951224,377.7406789092933,143.6122942534838,30.0,2.62699075854672
2024-12-22 13:07:30+00:00,142.8669190210848,28.144607224431297,2.618315724392182,250.4719279213735,12.335,2024-12-26 13:07:30+00:00,361.5394575385016,148.49696798107576,-2.3757030454738213,377.9632721202003,143.7128716895284,30.0,2.618315724392182
2024-12-22 13:22:30+00:00,142.8958592299124,28.03785231879052,2.6095498874664207,247.0046977520674,12.345416666666669,2024-12-26 13:22:30+00:00,360.6127041160438,148.3597630498705,-2.376969656951932,377.35114079020593,143.8030439786812,30.0,2.6095498874664207
2024-12-22 13:37:30+00:00,142.92614876220833,27.930960229431715,2.600691919971614,245.08941621249423,12.355833333333331,2024-12-26 13:37:30+00:00,359.69052169805127,148.22255815325283,-2.378236190340972,375.4590984974958,143.89022980536606,30.0,2.600691919971614
2024-12-22 13:52:30+00:00,142.95780489740773,27.823930941147772,2.5917404695531774,246.6902201343324,12.36625,2024-12-26 13:52:30+00:00,359.69052169805127,148.08535329120045,-2.3795026455969195,377.9076238174736,143.965177194206,30.0,2.5917404695531774
2024-12-22 14:07:30+00:00,142.99084521117751,27.71676444995889,2.582694158940373,225.0326419518913,12.376666666666669,2024-12-26 14:07:30+00:00,358.77295837540765,147.94814846371148,-2.380769022674712,379.847364655378,144.14955442635508,30.0,2.582694158940373
2024-12-22 14:22:30+00:00,143.02528755404904,27.609460758416304,2.573551586801945,217.6728656287611,12.387083333333331,2024-12-26 14:22:30+00:00,357.86006138443315,147.81094367077387,-2.382035321529802,379.0762381747357,144.27947036568327,30.0,2.573551586801945
2024-12-22 14:37:30+00:00,143.06115016886864,27.502019895601297,2.564311321617327,234.08081265385812,12.3975,2024-12-26 14:37:30+00:00,357.86006138443315,147.67373891239413,-2.383301542118128,374.2904841402338,144.27983784837176,30.0,2.564311321617327
2024-12-22 14:52:30+00:00,143.09845157856114,27.394441896865327,2.554971907057701,227.64807016669576,12.407916666666669,2024-12-26 14:52:30+00:00,356.9518770398278,147.5365341884832,-2.384567684394623,372.2871452420701,144.40554326164053,30.0,2.554971907057701
2024-12-22 15:07:30+00:00,143.13721063263492,27.28672681100746,2.545531859429173,229.34722592128256,12.418333333333331,2024-12-26 15:07:30+00:00,356.0484506831138,147.3993294991161,-2.385833748314733,370.7846410684474,144.48825401324297,30.0,2.545531859429173
2024-12-22 15:22:30+00:00,143.17744651398542,27.17887470073573,2.535989667073681,243.32026245292545,12.42875,2024-12-26 15:22:30+00:00,356.0484506831138,147.2621248442412,-2.387099733834372,369.7829716193656,144.50152387915657,30.0,2.535989667073681
2024-12-22 15:37:30+00:00,143.21917874615116,27.070885643281528,2.526343789764389,221.439378130217,12.439166666666669,2024-12-26 15:37:30+00:00,355.1498266461906,147.12492022385655,-2.388365640908492,,144.7297831150197,30.0,2.526343789764389
2024-12-22 15:52:30+00:00,143.26242720094515,26.962759730781933,2.516592658060995,226.6911826931214,12.449583333333331,2024-12-26 15:52:30+00:00,355.1498266461906,146.9877156379498,-2.389631469492509,368.11352253756263,144.79250594915146,30.0,2.516592658060995
2024-12-22 16:07:30+00:00,143.30721209011742,26.85449706835168,2.506734673487741,216.92329180772737,12.46,2024-12-26 16:07:30+00:00,354.25604822952675,146.8505110864983,-2.390897219542378,,144.96318477985514,30.0,2.506734673487741
2024-12-22 16:22:30+00:00,143.35355399470538,26.74609777801578,2.49676820677068,224.41820705191384,12.470416666666669,2024-12-26 16:22:30+00:00,353.3671576944297,146.7133065694999,-2.3921628910129775,,145.0093837103979,30.0,2.49676820677068
2024-12-22 16:37:30+00:00,143.40147391401285,26.637562005443048,2.4866915950516706,218.66087748355295,12.480833333333331,2024-12-26 16:37:30+00:00,353.3671576944297,146.576102086928,-2.393428483859766,,145.15758692224892,30.0,2.4866915950516706
2024-12-22 16:52:30+00:00,143.4509931980811,26.52888990897905,2.4765031450814092,227.66343906510855,12.49125,2024-12-26 16:52:30+00:00,352.483196268767,146.438897638774,-2.394693998038639,,145.19217595730134,30.0,2.4765031450814092
2024-12-22 17:07:30+00:00,143.50213358515532,26.420081664822536,2.4662011310156973,251.45169485374177,12.501666666666669,2024-12-26 17:07:30+00:00,351.60420416545065,146.30169322505057,-2.395959433504528,369.74123539232056,145.12801106069224,30.0,2.4662011310156973
2024-12-22 17:22:30+00:00,143.55491721077203,26.311137467503578,2.455783793678035,223.69020831821152,12.512083333333331,2024-12-26 17:22:30+00:00,351.60420416545065,146.1644888457015,-2.3972247902128556,365.9432387312187,145.43819662574035,30.0,2.455783793678035
2024-12-22 17:37:30+00:00,143.60936661654122,26.20205753052151,2.4452493398138877,223.84778781756884,12.5225,2024-12-26 17:37:30+00:00,350.7302206129452,146.02728450076216,-2.3984900681195005,364.8580968280468,145.54696978999218,30.0,2.4452493398138877
2024-12-22 17:52:30+00:00,143.66550475922236,26.09284208714286,2.434595941336272,235.7223279108592,12.532916666666669,2024-12-26 17:52:30+00:00,349.8612838970166,145.89008019020122,-2.3997552671793954,,145.55841275114872,30.0,2.434595941336272
2024-12-22 18:07:30+00:00,143.72335497722167,25.98349138533464,2.4238217367928296,209.91795664629117,12.543333333333331,2024-12-26 18:07:30+00:00,349.8612838970166,145.7528759139625,-2.401020387347951,,145.90844017271297,30.0,2.4238217367928296
2024-12-22 18:22:30+00:00,143.78294113291025,25.87400570568476,2.4129248236122827,208.69802459351837,12.55375,2024-12-26 18:22:30+00:00,348.99743141290503,145.61567167212488,-2.402285428581055,361.10183639399,146.04071034655078,30.0,2.4129248236122827
2024-12-22 18:37:30+00:00,143.844287497245,25.764385346191123,2.401903263831333,203.0613271114508,12.564166666666669,2024-12-26 18:37:30+00:00,348.13869972707414,145.4784674645697,-2.403550390833624,365.3589315525876,146.22637924186662,30.0,2.401903263831333
2024-12-22 18:52:30+00:00,143.9074187916725,25.654630626889944,2.3907550816058016,209.31285475792987,12.574583333333331,2024-12-26 18:52:30+00:00,348.13869972707414,145.34126329137152,-2.404815274061047,,146.27824685968037,30.0,2.3907550816058016
2024-12-22 19:07:30+00:00,143.9723602021252,25.54474189112911,2.379478262151635,212.48643978615465,12.585,2024-12-26 19:07:30+00:00,347.285124647673,145.20405915247835,-2.406080078219225,364.35726210350583,146.36683853424296,30.0,2.379478262151635
2024-12-22 19:22:30+00:00,144.0391373896295,25.43471950650513,2.368070750881015,305.4664751329735,12.595416666666669,2024-12-26 19:22:30+00:00,346.4367413028266,145.06685504788774,-2.407344803263047,,145.7459002132842,30.0,2.368070750881015
2024-12-22 19:37:30+00:00,144.1077765014711,25.324563865575325,2.35653045248602,219.71419031719532,12.605833333333331,2024-12-26 19:37:30+00:00,346.4367413028266,144.92965097758696,-2.408609449147904,369.6160267111853,146.5379276379669,30.0,2.35653045248602
